sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
沙鹿,臺中市,63,細懸浮微粒,普通,1.7,0.39,1,4,25,19,24,28.6,4.5,0.5,359,"2024-11-30 07:00",,0.3,20.4,35,1,120.568794,24.225628,29
豐原,臺中市,51,細懸浮微粒,普通,2.1,0.34,24,26,27,18,10,10.9,0.9,1.7,89,"2024-11-30 07:00",,0.2,15.6,25,1,120.74252414,24.25699731,28
三義,苗栗縣,27,,良好,0.9,0.19,21,22,14,6,2,3.4,1.4,0.8,26,"2024-11-30 07:00",,0.2,8.2,17,1,120.75956754,24.38248443,27
苗栗,苗栗縣,47,,良好,1.1,0.28,2,8,22,17,14,19.4,5.6,0.8,154,"2024-11-30 07:00",,0.2,14.4,23,1,120.82011468,24.56499183,26
頭份,苗栗縣,42,,良好,1.9,0.3,4,23,27,21,11,14.3,3.5,0.5,83,"2024-11-30 07:00",,0.2,13,26,1,120.89869286,24.69690679,25
新竹,新竹市,38,,良好,1.9,0.25,23,30,20,11,11,11.7,0.5,0.7,56,"2024-11-30 07:00",,0.2,11.6,25,1,120.97236752,24.8056356,24
竹東,新竹縣,28,,良好,0.9,0.24,18,21,19,6,8,8.3,0.6,1.2,107,"2024-11-30 07:00",,0.1,8.6,18,0,121.08895493,24.74091408,23
湖口,新竹縣,31,,良好,3,0.23,28,35,21,4,11,12.1,0.9,1.5,52,"2024-11-30 07:00",,0.1,6.1,25,2,121.03886894,24.90009696,22
龍潭,桃園市,32,,良好,1.2,0.25,26,36,22,7,12,13.2,1.6,1.5,61,"2024-11-30 07:00",,0.1,8.1,24,1,121.21645772,24.86400048,21
平鎮,桃園市,37,,良好,1.3,0.25,37,40,15,3,9,10.5,1.2,2,89,"2024-11-30 07:00",,0.2,7.9,22,1,121.203986,24.952786,20
觀音,桃園市,33,,良好,3.9,0.18,35,31,23,8,12,13.1,0.7,3.6,95,"2024-11-30 07:00",,0.2,10.3,33,3,121.08283092,25.03556747,19
大園,桃園市,33,,良好,2,0.19,32,36,19,7,17,18.4,1.6,2.8,53,"2024-11-30 07:00",,0.1,9,24,2,121.20251473,25.06100357,18
桃園,桃園市,37,,良好,1.9,0.21,38,40,22,4,7,7.4,0.7,2.1,70,"2024-11-30 07:00",,0.2,4.9,24,1,121.30500531,24.9947107,17
大同,臺北市,50,,良好,1.7,0.71,16,27,46,14,31,55.7,25,-,-,"2024-11-30 07:00",,0.4,10.6,29,1,121.51342074,25.06331455,16
松山,臺北市,28,,良好,1.3,0.21,23,25,27,6,12,12.7,1,1.1,25,"2024-11-30 07:00",,0.2,8.4,28,1,121.578611,25.05,15
古亭,臺北市,38,,良好,1.8,0.19,38,42,17,9,5,4.8,0,1.7,50,"2024-11-30 07:00",,0.1,7.5,21,2,121.529556,25.020608,14
萬華,臺北市,31,,良好,2.1,0.22,31,34,21,4,12,12.5,0.5,2.2,91,"2024-11-30 07:00",,0.2,6.6,24,1,121.507972,25.046503,13
中山,臺北市,31,,良好,1.6,0.24,31,33,21,6,11,12.3,0.9,2.2,81,"2024-11-30 07:00",,0.2,9,23,1,121.526528,25.062361,12
士林,臺北市,43,,良好,1.1,0.15,45,47,18,5,4,4.8,0.5,1.2,126,"2024-11-30 07:00",,0.1,4.7,21,1,121.51666356,25.10334003,11
淡水,新北市,28,,良好,1.6,0.35,22,30,20,6,14,15.4,1.8,1.2,60,"2024-11-30 07:00",,0.2,8.7,22,1,121.449239,25.1645,10
林口,新北市,38,,良好,1.6,0.19,37,41,18,6,8,8.4,0.5,2.8,105,"2024-11-30 07:00",,0.1,5.8,19,1,121.36548982,25.07798949,9
菜寮,新北市,33,,良好,1.3,0.26,34,37,17,7,11,12.1,0.7,1.8,91,"2024-11-30 07:00",,0.2,8.2,21,1,121.481028,25.06895,8
新莊,新北市,33,,良好,1.3,0.22,34,37,32,9,9,10,1,1.3,47,"2024-11-30 07:00",,0.1,9.4,30,1,121.4325,25.037972,7
板橋,新北市,38,,良好,0.8,0.25,35,42,19,7,11,11.6,0.9,0.5,116,"2024-11-30 07:00",,0.2,6.6,20,1,121.458667,25.012972,6
土城,新北市,37,,良好,1.1,0.26,30,40,17,3,9,10,1,1.2,23,"2024-11-30 07:00",,0.2,4.8,22,1,121.451861,24.982528,5
新店,新北市,34,,良好,0.8,0.32,13,29,19,12,19,21.3,1.9,1.2,126,"2024-11-30 07:00",,0.2,10.6,22,1,121.537778,24.977222,4
萬里,新北市,28,,良好,0.9,0.18,28,31,15,5,3,4.4,1,2.8,227,"2024-11-30 07:00",,0.1,6.4,18,0,121.689881,25.179667,3
汐止,新北市,50,,良好,4.8,0.33,5,14,18,11,30,39.3,8.8,1,62,"2024-11-30 07:00",,0.2,11.4,21,2,121.64081,25.06624,2
基隆,基隆市,22,,良好,1,0.23,19,23,14,5,13,13.9,0.5,0.2,353,"2024-11-30 07:00",,0.2,6.1,15,1,121.760056,25.129167,1
屏東(枋山),屏東縣,41,,良好,0.2,0.2,37,44,31,14,4,3.9,0,2.6,87,"2024-11-30 06:00",,0.1,11.6,27,0,120.651472,22.260899,313
花蓮（美崙）,花蓮縣,51,細懸浮微粒,普通,1.6,0.27,18,29,28,18,19,19.2,0.4,4.5,298,"2024-11-30 06:00",,0.2,15.5,32,0,121.61575076,23.97709367,312
新北(樹林),新北市,31,,良好,0.3,0.18,30,35,19,7,11,11.9,0.9,0.1,181,"2024-11-30 06:00",,0.1,6.7,24,1,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,78,細懸浮微粒,普通,2.7,0.35,38,36,54,28,11,11.7,0.6,1.6,329,"2024-11-30 06:00",,0.4,26.6,61,2,120.37722,22.35222,204
臺南（麻豆）,臺南市,106,細懸浮微粒,對敏感族群不健康,1.4,0.43,1,14,82,41,35,39,4.3,0.4,359,"2024-11-30 06:00",,0.4,37.5,77,1,120.24583056,23.17904722,203
高雄（湖內）,高雄市,107,細懸浮微粒,對敏感族群不健康,3.3,0.41,2,8,75,40,35,37.5,2.5,0.6,22,"2024-11-30 06:00",,0.4,37.7,73,2,120.24535,22.87985556,202
彰化（員林）,彰化縣,70,細懸浮微粒,普通,2.5,0.4,5,9,52,22,18,21.8,3.5,0.5,303,"2024-11-30 06:00",,0.4,23.3,52,1,120.56373,23.96117,201
大城,彰化縣,81,細懸浮微粒,普通,2.7,0.46,7,21,73,35,22,22.9,1.2,1.8,57,"2024-11-30 06:00",,0.4,27.7,57,2,120.26964167,23.85493056,85
富貴角,新北市,57,懸浮微粒,普通,0.6,0.12,50,50,44,5,1,1,0,4.6,105,"2024-11-30 06:00",,0.1,8.5,57,0,121.53656894,25.29681695,84
麥寮,雲林縣,85,細懸浮微粒,普通,2,0.37,10,19,47,31,17,17.9,0.6,1.5,26,"2024-11-30 06:00",,0.4,29.3,54,2,120.251825,23.753506,83
關山,臺東縣,33,,良好,1.3,0.16,22,29,30,11,2,2.1,0.2,1,339,"2024-11-30 06:00",,0.1,10.2,28,1,121.161933,23.045083,80
馬公,澎湖縣,51,臭氧八小時,普通,0.6,0.14,50,55,19,9,2,2.3,0.8,3.8,30,"2024-11-30 06:00",,0.1,10.9,22,1,119.566158,23.569031,78
金門,金門縣,46,,良好,1.5,0.25,39,39,32,14,9,9,0.2,0.6,23,"2024-11-30 06:00",,0.2,14.1,45,1,118.312256,24.432133,77
馬祖,連江縣,52,細懸浮微粒,普通,2.4,0.37,38,47,45,18,7,7.3,0.2,2,349,"2024-11-30 06:00",,0.2,15.8,39,1,119.952724,26.153736,75
埔里,南投縣,64,細懸浮微粒,普通,1.2,0.25,5,11,14,15,5,6.7,1.5,0.3,298,"2024-11-30 06:00",,0.3,20.8,26,1,120.967903,23.968842,72
復興,高雄市,82,細懸浮微粒,普通,2.3,0.49,19,24,61,29,20,22.2,1.7,0.6,106,"2024-11-30 06:00",,0.4,28.2,65,1,120.312017,22.608711,71
永和,新北市,38,,良好,1,0.19,36,42,17,8,4,5.4,1,1.2,118,"2024-11-30 06:00",,0.2,7.2,23,1,121.516306,25.017,70
竹山,南投縣,67,細懸浮微粒,普通,1.1,0.25,13,15,27,21,8,9.3,0.9,0.5,88,"2024-11-30 06:00",,0.2,22.2,31,0,120.677306,23.756389,69
中壢,桃園市,32,,良好,2.4,0.38,29,35,22,5,16,22.5,6.1,0.2,271,"2024-11-30 06:00",,0.3,9.2,25,2,121.221667,24.953278,68
三重,新北市,50,,良好,1.2,0.49,13,17,19,8,30,60.2,30,-,-,"2024-11-30 06:00",,0.5,10.8,25,1,121.493806,25.072611,67
冬山,宜蘭縣,32,,良好,1,0.16,24,36,26,4,4,4.9,0.6,1.2,296,"2024-11-30 06:00",,0.1,9,31,1,121.792928,24.632203,66
宜蘭,宜蘭縣,34,,良好,0.8,0.15,33,37,19,7,2,2.3,0.2,0.3,326,"2024-11-30 06:00",,0.1,9.8,27,1,121.746394,24.747917,65
陽明,臺北市,45,,良好,1.2,0.16,49,49,22,5,1,1.4,0.2,5.8,60,"2024-11-30 06:00",,0.1,4,21,1,121.529583,25.182722,64
花蓮,花蓮縣,38,,良好,1.4,0.22,17,28,27,7,5,5.4,0.5,0.9,256,"2024-11-30 06:00",,0.2,11.6,34,1,121.599769,23.971306,63
臺東,臺東縣,38,,良好,1.4,0.17,39,41,30,12,2,2.2,0.3,1.7,301,"2024-11-30 06:00",,0.1,11,28,1,121.15045,22.755358,62
恆春,屏東縣,48,,良好,1,0.17,49,52,20,9,2,1.9,0.4,6.8,27,"2024-11-30 06:00",,0.1,10.4,25,1,120.788928,21.958069,61
潮州,屏東縣,74,細懸浮微粒,普通,0.7,0.25,6,14,32,19,6,6.4,0,0.3,345,"2024-11-30 06:00",,0.2,24.7,44,1,120.561175,22.523108,60
屏東,屏東縣,84,細懸浮微粒,普通,1,0.31,20,28,53,27,9,9.5,0.5,1.3,355,"2024-11-30 06:00",,0.3,29.1,70,1,120.488033,22.673081,59
小港,高雄市,78,細懸浮微粒,普通,2.2,0.43,15,20,53,25,30,30.5,0.8,0.9,357,"2024-11-30 06:00",,0.4,26.3,68,2,120.337736,22.565833,58
前鎮,高雄市,81,細懸浮微粒,普通,2.9,0.47,20,25,63,32,21,22.3,1.6,2.5,23,"2024-11-30 06:00",,0.4,27.5,70,1,120.30833356,22.6044507,57
前金,高雄市,77,細懸浮微粒,普通,2.4,0.41,19,23,63,21,23,24.1,1,2.4,352,"2024-11-30 06:00",,0.4,25.9,74,1,120.28676111,22.63390278,56
左營,高雄市,95,細懸浮微粒,普通,4.1,0.48,14,21,67,40,29,29.7,0.9,1.4,28,"2024-11-30 06:00",,0.4,33.2,75,2,120.292917,22.674861,54
楠梓,高雄市,78,細懸浮微粒,普通,1.6,0.35,12,20,62,22,21,21.6,0.9,1.7,56,"2024-11-30 06:00",,0.3,26.3,71,1,120.328289,22.733667,53
林園,高雄市,90,細懸浮微粒,普通,2.3,0.34,24,27,64,32,15,14.8,0.1,1.4,345,"2024-11-30 06:00",,0.3,31.5,74,3,120.41175,22.4795,52
大寮,高雄市,78,細懸浮微粒,普通,2.4,0.33,18,26,39,25,16,16.8,0.8,1.5,337,"2024-11-30 06:00",,0.3,26.3,41,2,120.425311,22.56413611,51
鳳山,高雄市,93,細懸浮微粒,普通,2.7,0.5,13,22,68,39,23,24.9,2,0.9,272,"2024-11-30 06:00",,0.4,32.5,73,2,120.357422,22.628126,50
仁武,高雄市,86,細懸浮微粒,普通,1.9,0.41,8,17,60,34,26,27,1,1.1,329,"2024-11-30 06:00",,0.3,29.7,62,2,120.332631,22.689056,49
橋頭,高雄市,101,細懸浮微粒,對敏感族群不健康,2.5,0.42,11,17,66,39,23,24.5,1.3,0.8,44,"2024-11-30 06:00",,0.4,35.6,74,2,120.305689,22.757506,48
美濃,高雄市,65,細懸浮微粒,普通,0.7,0.29,5,19,32,18,8,9.8,1.3,0.2,131,"2024-11-30 06:00",,0.3,21,44,1,120.530542,22.883583,47
臺南,臺南市,85,細懸浮微粒,普通,3.5,0.35,24,21,46,23,18,19.9,1.6,1.4,9,"2024-11-30 06:00",,0.4,29.4,64,2,120.21947897,22.98928311,46
安南,臺南市,93,細懸浮微粒,普通,2.5,0.39,14,18,58,29,23,23.5,0.4,1,338,"2024-11-30 06:00",,0.4,32.6,68,1,120.2175,23.048197,45
善化,臺南市,110,細懸浮微粒,對敏感族群不健康,3.8,0.43,3,15,76,43,21,23,1.8,0.3,83,"2024-11-30 06:00",,0.4,39.1,75,2,120.29740529,23.11337642,44
新營,臺南市,101,細懸浮微粒,對敏感族群不健康,1.8,0.47,5,18,53,29,21,22.5,1.5,1,350,"2024-11-30 06:00",,0.4,35.6,68,1,120.31725,23.305633,43
嘉義,嘉義市,82,細懸浮微粒,普通,1.7,0.38,4,9,45,30,15,16.9,1.4,0.8,334,"2024-11-30 06:00",,0.4,28.2,53,2,120.44125148,23.46477865,42
臺西,雲林縣,72,細懸浮微粒,普通,1.7,0.44,10,24,64,36,20,19.8,0,1.7,43,"2024-11-30 06:00",,0.3,24,58,1,120.19933333,23.702175,41
朴子,嘉義縣,76,細懸浮微粒,普通,2.1,0.34,,23,63,34,12,13.5,1.1,0.6,56,"2024-11-30 06:00",,0.3,25.7,57,2,120.2478,23.46538,40
新港,嘉義縣,95,細懸浮微粒,普通,2.1,0.41,4,21,64,30,25,27.7,2.9,0.7,52,"2024-11-30 06:00",,0.4,33.2,67,2,120.345531,23.554839,39
崙背,雲林縣,93,細懸浮微粒,普通,1.3,0.55,3,18,67,33,19,21,2.1,0.5,50,"2024-11-30 06:00",,0.4,32.4,62,1,120.348742,23.757547,38
斗六,雲林縣,83,細懸浮微粒,普通,1.4,0.33,5,15,54,29,12,13.6,1,1.3,30,"2024-11-30 06:00",,0.3,28.3,54,1,120.544994,23.711853,37
南投,南投縣,69,細懸浮微粒,普通,0.8,0.26,4,7,23,21,9,10.9,1.5,0.2,99,"2024-11-30 06:00",,0.3,22.9,36,1,120.685306,23.913,36
二林,彰化縣,63,細懸浮微粒,普通,1.4,0.39,6,18,58,24,16,17.4,0.9,0.7,17,"2024-11-30 06:00",,0.3,20.5,52,2,120.409653,23.925175,35
線西,彰化縣,52,細懸浮微粒,普通,1.6,0.23,18,23,28,14,13,14.4,1,1,34,"2024-11-30 06:00",,0.2,16,35,3,120.469061,24.131672,34
彰化,彰化縣,59,細懸浮微粒,普通,1.1,0.41,6,10,37,17,19,21,1.9,1.1,30,"2024-11-30 06:00",,0.4,18.9,36,1,120.541519,24.066,33
西屯,臺中市,60,細懸浮微粒,普通,1.4,0.39,0,9,30,18,24,29,4.9,1.3,357,"2024-11-30 06:00",,0.4,19.3,41,1,120.616917,24.162197,32
忠明,臺中市,65,細懸浮微粒,普通,1.6,0.52,0,6,40,23,27,48.2,20.9,0.3,333,"2024-11-30 06:00",,0.5,21,42,1,120.641092,24.151958,31
大里,臺中市,70,細懸浮微粒,普通,1.7,0.47,1,6,37,24,19,23.5,4.9,1.3,271,"2024-11-30 06:00",,0.4,23.4,42,1,120.67844444,24.09961111,30
沙鹿,臺中市,63,細懸浮微粒,普通,1.3,0.42,0,5,36,24,25,30.7,6,0.6,11,"2024-11-30 06:00",,0.3,20.5,37,1,120.568794,24.225628,29
豐原,臺中市,50,,良好,2,0.29,28,27,26,20,6,7.3,0.8,1.9,94,"2024-11-30 06:00",,0.2,15.4,25,1,120.74252414,24.25699731,28
三義,苗栗縣,28,,良好,1,0.17,20,24,14,6,2,2.8,1.1,0.7,15,"2024-11-30 06:00",,0.2,8.6,18,1,120.75956754,24.38248443,27
苗栗,苗栗縣,45,,良好,1,0.22,4,11,17,19,12,13.8,1.5,1.1,138,"2024-11-30 06:00",,0.2,13.8,24,1,120.82011468,24.56499183,26
頭份,苗栗縣,37,,良好,1.9,0.26,4,27,25,14,10,11.5,1.8,0.4,144,"2024-11-30 06:00",,0.2,11.4,27,1,120.89869286,24.69690679,25
新竹,新竹市,38,,良好,1.9,0.21,27,32,18,8,10,10.5,0.6,0.8,36,"2024-11-30 06:00",,0.2,11.7,27,1,120.97236752,24.8056356,24
竹東,新竹縣,29,,良好,1.3,0.2,19,22,14,8,6,6.1,0.5,1.6,128,"2024-11-30 06:00",,0.1,9,18,0,121.08895493,24.74091408,23
湖口,新竹縣,33,,良好,2.8,0.18,32,36,18,2,8,8.8,0.7,1.8,53,"2024-11-30 06:00",,0.2,7,26,2,121.03886894,24.90009696,22
龍潭,桃園市,34,,良好,1,0.2,30,37,17,4,8,9.3,1.5,1.4,57,"2024-11-30 06:00",,0.1,8.8,25,1,121.21645772,24.86400048,21
平鎮,桃園市,37,,良好,1.3,0.19,41,40,21,7,6,6.6,0.3,2.1,88,"2024-11-30 06:00",,0.2,9,24,1,121.203986,24.952786,20
觀音,桃園市,38,,良好,3.6,0.18,30,32,21,5,18,18.7,0.6,3.6,86,"2024-11-30 06:00",,0.2,11.7,37,3,121.08283092,25.03556747,19
大園,桃園市,33,,良好,1.8,0.2,33,37,18,9,14,14.4,0.6,2.3,57,"2024-11-30 06:00",,0.1,9.8,25,2,121.20251473,25.06100357,18
桃園,桃園市,37,,良好,2.3,0.19,40,40,21,5,5,5.4,0.5,2.1,85,"2024-11-30 06:00",,0.2,5.7,26,1,121.30500531,24.9947107,17
大同,臺北市,33,,良好,1.5,0.34,29,27,21,9,15,18.8,3.5,-,-,"2024-11-30 06:00",,0.3,10.2,26,1,121.51342074,25.06331455,16
松山,臺北市,30,,良好,1.5,0.19,27,24,21,5,8,8.9,0.7,1.1,27,"2024-11-30 06:00",,0.2,9.1,29,1,121.578611,25.05,15
古亭,臺北市,39,,良好,1.6,0.17,41,42,18,5,3,2.9,0,1.4,78,"2024-11-30 06:00",,0.1,7.5,23,2,121.529556,25.020608,14
萬華,臺北市,31,,良好,2.3,0.2,34,33,19,5,9,9.2,0,1.2,95,"2024-11-30 06:00",,0.2,7.1,25,1,121.507972,25.046503,13
中山,臺北市,31,,良好,1.5,0.21,35,32,19,6,9,9.2,0.6,2.4,75,"2024-11-30 06:00",,0.2,9.6,24,1,121.526528,25.062361,12
士林,臺北市,44,,良好,1.2,0.13,47,47,18,4,3,3.4,0.3,1.1,113,"2024-11-30 06:00",,0.1,4.7,22,1,121.51666356,25.10334003,11
淡水,新北市,31,,良好,1.4,0.21,28,31,16,4,8,8.2,0.7,0.8,60,"2024-11-30 06:00",,0.2,9.6,23,1,121.449239,25.1645,10
林口,新北市,39,,良好,1.3,0.17,40,42,19,5,5,5.3,0,3,92,"2024-11-30 06:00",,0.1,5.7,20,1,121.36548982,25.07798949,9
菜寮,新北市,33,,良好,1.3,0.21,38,37,16,7,8,9,0.4,1.6,105,"2024-11-30 06:00",,0.2,8.6,22,1,121.481028,25.06895,8
新莊,新北市,33,,良好,1.5,0.18,36,37,27,11,7,8.6,1.5,1.7,34,"2024-11-30 06:00",,0.1,9.5,31,1,121.4325,25.037972,7
板橋,新北市,39,,良好,0.6,0.2,40,43,16,5,6,6.7,0.7,0.6,101,"2024-11-30 06:00",,0.2,6.6,20,1,121.458667,25.012972,6
土城,新北市,39,,良好,1,0.2,35,42,13,3,7,7.6,0.9,1.5,17,"2024-11-30 06:00",,0.2,5.2,23,1,121.451861,24.982528,5
新店,新北市,34,,良好,0.7,0.24,17,32,14,11,13,14.1,0.9,0.3,142,"2024-11-30 06:00",,0.1,10.5,23,1,121.537778,24.977222,4
萬里,新北市,29,,良好,0.9,0.17,30,31,15,4,2,2.3,0.7,2.4,210,"2024-11-30 06:00",,0.1,6.5,20,0,121.689881,25.179667,3
汐止,新北市,43,,良好,4.3,0.28,8,15,20,9,26,28.7,2.5,1.2,68,"2024-11-30 06:00",,0.2,11.8,22,2,121.64081,25.06624,2
基隆,基隆市,22,,良好,1.1,0.18,30,24,13,7,5,5.2,0,0.2,328,"2024-11-30 06:00",,0.2,6.7,16,1,121.760056,25.129167,1
屏東(枋山),屏東縣,42,,良好,0.3,0.18,41,46,25,14,3,3.1,0,2.3,86,"2024-11-30 05:00",,0.1,11,26,0,120.651472,22.260899,313
花蓮（美崙）,花蓮縣,49,,良好,2.4,0.33,21,32,31,14,18,18,0.5,4.9,293,"2024-11-30 05:00",,0.2,15,34,0,121.61575076,23.97709367,312
新北(樹林),新北市,32,,良好,0.3,0.15,34,36,18,3,8,8.1,0.5,0.1,172,"2024-11-30 05:00",,0.1,6.7,25,1,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,79,細懸浮微粒,普通,1.6,0.29,36,38,57,27,11,11.7,0.6,1.6,336,"2024-11-30 05:00",,0.4,27,64,2,120.37722,22.35222,204
臺南（麻豆）,臺南市,105,細懸浮微粒,對敏感族群不健康,1.3,0.4,11,17,73,38,23,23.8,1,1.2,3,"2024-11-30 05:00",,0.4,37.1,76,1,120.24583056,23.17904722,203
高雄（湖內）,高雄市,105,細懸浮微粒,對敏感族群不健康,3,0.43,1,11,79,48,36,38.6,2.4,0.7,31,"2024-11-30 05:00",,0.4,37,73,2,120.24535,22.87985556,202
彰化（員林）,彰化縣,70,細懸浮微粒,普通,2.7,0.43,9,11,51,28,19,20.8,2,0.7,305,"2024-11-30 05:00",,0.4,23.4,53,1,120.56373,23.96117,201
大城,彰化縣,76,細懸浮微粒,普通,4.1,0.49,11,25,54,32,23,23.8,1,1.8,116,"2024-11-30 05:00",,0.4,25.5,53,2,120.26964167,23.85493056,85
富貴角,新北市,63,懸浮微粒,普通,0.6,0.12,51,51,29,8,1,1,0,6.1,90,"2024-11-30 05:00",,0.1,9.3,63,0,121.53656894,25.29681695,84
麥寮,雲林縣,82,細懸浮微粒,普通,3,0.46,12,22,53,31,20,20,0,0.9,36,"2024-11-30 05:00",,0.4,28.2,55,2,120.251825,23.753506,83
關山,臺東縣,33,,良好,1.3,0.15,27,31,31,10,2,1.8,0,1.5,343,"2024-11-30 05:00",,0.1,10.1,28,1,121.161933,23.045083,80
馬公,澎湖縣,54,臭氧八小時,普通,0.8,0.14,50,56,14,9,1,2.1,0.7,3.2,28,"2024-11-30 05:00",,0.1,11.7,24,1,119.566158,23.569031,78
金門,金門縣,49,,良好,1.8,0.25,42,40,39,11,9,9,0.2,0.5,25,"2024-11-30 05:00",,0.2,15.2,49,1,118.312256,24.432133,77
馬祖,連江縣,50,,良好,2.6,0.42,39,50,46,19,7,7.8,0.3,2,341,"2024-11-30 05:00",,0.2,15.3,37,1,119.952724,26.153736,75
埔里,南投縣,68,細懸浮微粒,普通,1.2,0.26,6,12,22,18,5,6.2,1.3,0.3,324,"2024-11-30 05:00",,0.3,22.4,29,1,120.967903,23.968842,72
復興,高雄市,81,細懸浮微粒,普通,2,0.33,25,26,58,32,15,16.8,1.4,0.8,275,"2024-11-30 05:00",,0.4,27.8,66,1,120.312017,22.608711,71
永和,新北市,39,,良好,1.1,0.17,39,43,19,6,4,4.8,1.1,1.1,142,"2024-11-30 05:00",,0.2,7.2,24,1,121.516306,25.017,70
竹山,南投縣,69,細懸浮微粒,普通,1,0.22,15,15,25,21,8,9.2,0.7,0.5,178,"2024-11-30 05:00",,0.2,22.8,34,0,120.677306,23.756389,69
中壢,桃園市,33,,良好,2.4,0.24,39,35,20,8,7,8.3,1.6,0.3,297,"2024-11-30 05:00",,0.3,10.2,26,2,121.221667,24.953278,68
三重,新北市,43,,良好,1.2,0.43,21,16,21,8,27,43.9,17.2,-,-,"2024-11-30 05:00",,0.6,11.7,27,1,121.493806,25.072611,67
冬山,宜蘭縣,35,,良好,0.9,0.15,34,38,23,5,2,2.5,0.2,1,270,"2024-11-30 05:00",,0.1,10.7,33,1,121.792928,24.632203,66
宜蘭,宜蘭縣,35,,良好,1,0.15,34,39,25,9,2,2.3,0.1,1.3,301,"2024-11-30 05:00",,0.1,10.5,29,1,121.746394,24.747917,65
陽明,臺北市,45,,良好,1.4,0.16,48,50,18,4,2,1.6,0,5.6,60,"2024-11-30 05:00",,0.1,4,21,1,121.529583,25.182722,64
花蓮,花蓮縣,42,,良好,1.6,0.21,22,31,28,9,5,5.4,0.6,0.9,234,"2024-11-30 05:00",,0.2,12.9,36,1,121.599769,23.971306,63
臺東,臺東縣,38,,良好,1.4,0.17,42,41,30,11,2,1.9,0.1,1.2,296,"2024-11-30 05:00",,0.1,10.6,27,1,121.15045,22.755358,62
恆春,屏東縣,48,,良好,1.1,0.17,50,53,26,9,2,2.2,0.5,6.4,23,"2024-11-30 05:00",,0.1,10.5,26,1,120.788928,21.958069,61
潮州,屏東縣,89,細懸浮微粒,普通,0.8,0.27,8,17,41,22,6,6.4,0,0.8,37,"2024-11-30 05:00",,0.2,31,53,1,120.561175,22.523108,60
屏東,屏東縣,87,細懸浮微粒,普通,1.3,0.31,22,31,64,25,10,10.2,0.2,0.7,338,"2024-11-30 05:00",,0.3,30.1,74,1,120.488033,22.673081,59
小港,高雄市,80,細懸浮微粒,普通,3,0.38,19,22,58,25,28,29,0.8,1,349,"2024-11-30 05:00",,0.4,27.3,71,2,120.337736,22.565833,58
前鎮,高雄市,80,細懸浮微粒,普通,2,0.35,28,27,63,26,15,16.1,1.1,2.8,27,"2024-11-30 05:00",,0.4,27.1,71,1,120.30833356,22.6044507,57
前金,高雄市,79,細懸浮微粒,普通,2.1,0.48,16,25,80,32,25,25.6,0.9,3.3,349,"2024-11-30 05:00",,0.4,26.7,76,1,120.28676111,22.63390278,56
左營,高雄市,90,細懸浮微粒,普通,3.4,0.61,11,24,79,38,26,27.1,0.7,1.7,350,"2024-11-30 05:00",,0.4,31.4,76,2,120.292917,22.674861,54
楠梓,高雄市,79,細懸浮微粒,普通,2.3,0.43,12,23,75,36,20,21.2,0.8,1.6,27,"2024-11-30 05:00",,0.3,26.8,72,1,120.328289,22.733667,53
林園,高雄市,90,細懸浮微粒,普通,2.8,0.34,26,27,67,31,13,13.4,0.2,1.6,336,"2024-11-30 05:00",,0.4,31.2,77,3,120.41175,22.4795,52
大寮,高雄市,79,細懸浮微粒,普通,1.8,0.31,26,27,37,28,14,14.9,0.9,1.2,336,"2024-11-30 05:00",,0.3,26.7,41,2,120.425311,22.56413611,51
鳳山,高雄市,89,細懸浮微粒,普通,3.5,0.39,18,24,73,32,21,22.2,1.1,0.9,283,"2024-11-30 05:00",,0.4,30.9,73,2,120.357422,22.628126,50
仁武,高雄市,84,細懸浮微粒,普通,1.9,0.44,16,21,67,30,21,21,0.3,2.4,338,"2024-11-30 05:00",,0.3,28.7,63,2,120.332631,22.689056,49
橋頭,高雄市,97,細懸浮微粒,普通,3.4,0.56,9,20,80,38,25,26.4,1,1.1,25,"2024-11-30 05:00",,0.4,34.1,75,2,120.305689,22.757506,48
美濃,高雄市,66,細懸浮微粒,普通,0.5,0.3,11,22,40,17,8,8.3,0.7,0.2,144,"2024-11-30 05:00",,0.3,21.5,47,1,120.530542,22.883583,47
臺南,臺南市,91,細懸浮微粒,普通,2.6,0.34,28,22,55,26,19,20.6,1.8,2.6,7,"2024-11-30 05:00",,0.4,31.9,70,2,120.21947897,22.98928311,46
安南,臺南市,95,細懸浮微粒,普通,2.1,0.37,17,21,62,31,20,19.4,0,2,338,"2024-11-30 05:00",,0.4,33.5,71,1,120.2175,23.048197,45
善化,臺南市,107,細懸浮微粒,對敏感族群不健康,4.2,0.45,5,18,75,46,23,24.4,1.7,0.5,357,"2024-11-30 05:00",,0.3,37.7,75,2,120.29740529,23.11337642,44
新營,臺南市,105,細懸浮微粒,對敏感族群不健康,2.3,0.52,11,21,68,34,22,23.7,1.6,0.4,98,"2024-11-30 05:00",,0.4,37,72,1,120.31725,23.305633,43
